# Run number  3 on Tue 2026-05-26T09:05:36 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 5.6453E+00    3.6294E+01    4.4664E+01    2.4419E+01    2.1201E+01    1.5014E+01    5.3579E+01    4.0331E+01    1.5313E+01    4.6989E+00    1.3012E+01    5.1397E+00    9.9090E+00
 6.1456E+00    3.6282E+01    4.4656E+01    2.4395E+01    2.1301E+01    1.5112E+01    5.3632E+01    4.0373E+01    1.5280E+01    4.6989E+00    1.3073E+01    5.0022E+00    9.9090E+00
 6.7332E+00    3.6298E+01    4.4657E+01    2.4386E+01    2.1290E+01    1.5202E+01    5.3672E+01    4.0401E+01    1.5240E+01    4.6989E+00    1.3073E+01    5.1244E+00    9.9090E+00
 7.2334E+00    3.6317E+01    4.4657E+01    2.4679E+01    2.1114E+01    1.5287E+01    5.3672E+01    4.0436E+01    1.5225E+01    4.6989E+00    1.3053E+01    5.1193E+00    9.9090E+00
 7.7338E+00    3.6344E+01    4.4659E+01    2.5155E+01    2.1114E+01    1.5375E+01    5.3715E+01    4.0475E+01    1.5225E+01    4.6785E+00    1.2951E+01    4.9971E+00    9.9090E+00
 8.2341E+00    3.6344E+01    4.4667E+01    2.5496E+01    2.1155E+01    1.5445E+01    5.3748E+01    4.0512E+01    1.5193E+01    4.6785E+00    1.2992E+01    5.0582E+00    1.0016E+01
 8.8133E+00    3.6369E+01    4.4664E+01    2.5575E+01    2.1077E+01    1.5445E+01    5.3837E+01    4.0512E+01    1.5190E+01    4.6785E+00    1.2992E+01    5.0735E+00    9.8010E+00
 9.3138E+00    3.6386E+01    4.4682E+01    2.5590E+01    2.1089E+01    1.5536E+01    5.3872E+01    4.0574E+01    1.5197E+01    4.6785E+00    1.3033E+01    4.9717E+00    1.0016E+01
 9.8141E+00    3.6412E+01    4.4682E+01    2.5632E+01    2.1026E+01    1.5645E+01    5.3906E+01    4.0629E+01    1.5180E+01    4.6785E+00    1.3053E+01    4.9717E+00    1.0016E+01
 1.0314E+01    3.6411E+01    4.4661E+01    2.5363E+01    2.1010E+01    1.5721E+01    5.3906E+01    4.0671E+01    1.5180E+01    4.6785E+00    1.2972E+01    5.1193E+00    9.8010E+00
 1.0902E+01    3.6428E+01    4.4678E+01    2.4796E+01    2.0924E+01    1.5832E+01    5.3967E+01    4.0729E+01    1.5178E+01    4.6785E+00    1.2992E+01    5.0073E+00    9.9090E+00
 1.1402E+01    3.6428E+01    4.4667E+01    2.4722E+01    2.0942E+01    1.5946E+01    5.4001E+01    4.0804E+01    1.5192E+01    4.6785E+00    1.2951E+01    5.1091E+00    9.9090E+00
 1.1902E+01    3.6420E+01    4.4659E+01    2.4722E+01    2.0771E+01    1.5946E+01    5.4028E+01    4.0804E+01    1.5194E+01    4.6785E+00    1.2951E+01    5.0073E+00    9.9090E+00
 1.2402E+01    3.6419E+01    4.4669E+01    2.4742E+01    2.0749E+01    1.6048E+01    5.4068E+01    4.0865E+01    1.5205E+01    4.6581E+00    1.3012E+01    5.0888E+00    9.8010E+00
 1.2982E+01    3.6440E+01    4.4669E+01    2.4798E+01    2.0898E+01    1.6171E+01    5.4126E+01    4.0928E+01    1.5198E+01    4.6785E+00    1.2931E+01    4.9768E+00    9.9090E+00
 1.3482E+01    3.6445E+01    4.4652E+01    2.5121E+01    2.0898E+01    1.6275E+01    5.4126E+01    4.1000E+01    1.5198E+01    4.6785E+00    1.3033E+01    5.1193E+00    9.8010E+00
 1.3982E+01    3.6455E+01    4.4651E+01    2.5066E+01    2.1080E+01    1.6402E+01    5.4178E+01    4.1074E+01    1.5219E+01    4.6581E+00    1.2972E+01    4.9564E+00    9.8010E+00
 1.4483E+01    3.6471E+01    4.4685E+01    2.4995E+01    2.1058E+01    1.6508E+01    5.4228E+01    4.1131E+01    1.5251E+01    4.6785E+00    1.2931E+01    5.1091E+00    9.9090E+00
 1.5095E+01    3.6483E+01    4.4693E+01    2.4736E+01    2.1112E+01    1.6508E+01    5.4275E+01    4.1131E+01    1.5247E+01    4.6785E+00    1.2972E+01    5.0990E+00    1.0016E+01
 1.5595E+01    3.6483E+01    4.4681E+01    2.4736E+01    2.0909E+01    1.6635E+01    5.4309E+01    4.1200E+01    1.5273E+01    4.6785E+00    1.2972E+01    5.1142E+00    1.0016E+01
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.6095E+01    3.6482E+01    4.4681E+01    2.5235E+01    2.1079E+01    1.6743E+01    5.4370E+01    4.1264E+01    1.5291E+01    4.6785E+00    1.2992E+01    4.9819E+00    9.9090E+00
 1.6595E+01    3.6487E+01    4.4675E+01    2.5215E+01    2.1079E+01    1.6862E+01    5.4370E+01    4.1335E+01    1.5291E+01    4.6785E+00    1.3012E+01    5.0430E+00    9.8010E+00
 1.7174E+01    3.6499E+01    4.4683E+01    2.4989E+01    2.1261E+01    1.6988E+01    5.4404E+01    4.1386E+01    1.5305E+01    4.6785E+00    1.3012E+01    5.1142E+00    9.9090E+00
 1.7675E+01    3.6499E+01    4.4677E+01    2.5011E+01    2.1047E+01    1.7078E+01    5.4432E+01    4.1453E+01    1.5318E+01    4.6785E+00    1.2951E+01    4.9615E+00    9.9090E+00
 1.8175E+01    3.6526E+01    4.4709E+01    2.5011E+01    2.1246E+01    1.7078E+01    5.4464E+01    4.1453E+01    1.5354E+01    4.6989E+00    1.2992E+01    5.0786E+00    9.9090E+00
 1.8675E+01    3.6545E+01    4.4699E+01    2.4941E+01    2.0976E+01    1.7210E+01    5.4505E+01    4.1524E+01    1.5370E+01    4.6785E+00    1.3033E+01    5.0582E+00    1.0016E+01
 1.9263E+01    3.6558E+01    4.4699E+01    2.4781E+01    2.0863E+01    1.7298E+01    5.4554E+01    4.1578E+01    1.5406E+01    4.6989E+00    1.3033E+01    5.1193E+00    9.8010E+00
 1.9763E+01    3.6581E+01    4.4683E+01    2.4617E+01    2.0863E+01    1.7410E+01    5.4554E+01    4.1640E+01    1.5406E+01    4.6785E+00    1.2972E+01    4.9717E+00    9.8010E+00
 2.0263E+01    3.6602E+01    4.4701E+01    2.4513E+01    2.0940E+01    1.7497E+01    5.4593E+01    4.1705E+01    1.5408E+01    4.6785E+00    1.3012E+01    5.0277E+00    9.9090E+00
 2.0764E+01    3.6602E+01    4.4708E+01    2.4506E+01    2.0860E+01    1.7497E+01    5.4616E+01    4.1778E+01    1.5451E+01    4.6989E+00    1.3053E+01    5.0735E+00    9.8010E+00
 2.1343E+01    3.6598E+01    4.4710E+01    2.4506E+01    2.0843E+01    1.7605E+01    5.4596E+01    4.1778E+01    1.5473E+01    4.6785E+00    1.2972E+01    5.1193E+00    9.9090E+00
 2.1843E+01    3.6616E+01    4.4725E+01    2.4672E+01    2.0669E+01    1.7719E+01    5.4618E+01    4.1830E+01    1.5516E+01    4.6989E+00    1.2992E+01    4.9819E+00    1.0016E+01
 2.2343E+01    3.6629E+01    4.4725E+01    2.5077E+01    2.0594E+01    1.7803E+01    5.4675E+01    4.1885E+01    1.5540E+01    4.6989E+00    1.3033E+01    5.0531E+00    9.9090E+00
 2.2844E+01    3.6643E+01    4.4731E+01    2.5084E+01    2.0594E+01    1.7875E+01    5.4675E+01    4.1947E+01    1.5540E+01    4.6989E+00    1.2972E+01    5.0633E+00    9.9090E+00
 2.3431E+01    3.6656E+01    4.4744E+01    2.4738E+01    2.0496E+01    1.7985E+01    5.4713E+01    4.2005E+01    1.5591E+01    4.6989E+00    1.2972E+01    5.1193E+00    1.0016E+01
 2.3931E+01    3.6656E+01    4.4752E+01    2.4613E+01    2.0737E+01    1.8066E+01    5.4766E+01    4.2065E+01    1.5613E+01    4.6989E+00    1.2951E+01    5.0939E+00    9.9090E+00
 2.4432E+01    3.6662E+01    4.4738E+01    2.4597E+01    2.0748E+01    1.8066E+01    5.4816E+01    4.2065E+01    1.5655E+01    4.6989E+00    1.3053E+01    5.0582E+00    9.9090E+00
 2.4932E+01    3.6670E+01    4.4758E+01    2.4598E+01    2.0720E+01    1.8148E+01    5.4836E+01    4.2121E+01    1.5680E+01    4.7193E+00    1.3012E+01    5.1142E+00    1.0016E+01
 2.5536E+01    3.6666E+01    4.4743E+01    2.4811E+01    2.0752E+01    1.8224E+01    5.4896E+01    4.2173E+01    1.5728E+01    4.6989E+00    1.3033E+01    5.0226E+00    9.9090E+00
 2.6036E+01    3.6694E+01    4.4745E+01    2.4915E+01    2.0752E+01    1.8307E+01    5.4896E+01    4.2209E+01    1.5728E+01    4.7193E+00    1.2972E+01    4.9615E+00    9.9090E+00
 2.6537E+01    3.6706E+01    4.4771E+01    2.4842E+01    2.0725E+01    1.8406E+01    5.4924E+01    4.2289E+01    1.5797E+01    4.7193E+00    1.2992E+01    4.9513E+00    9.8010E+00
 2.7037E+01    3.6706E+01    4.4770E+01    2.4834E+01    2.0753E+01    1.8406E+01    5.4989E+01    4.2289E+01    1.5839E+01    4.7193E+00    1.2972E+01    4.9819E+00    9.8010E+00
 2.7632E+01    3.6696E+01    4.4754E+01    2.4819E+01    2.0742E+01    1.8508E+01    5.5012E+01    4.2355E+01    1.5905E+01    4.7193E+00    1.2992E+01    5.1142E+00    9.8010E+00
 2.8132E+01    3.6723E+01    4.4756E+01    2.4786E+01    2.0832E+01    1.8564E+01    5.5042E+01    4.2409E+01    1.5929E+01    4.7193E+00    1.2951E+01    4.9615E+00    9.9090E+00
 2.8632E+01    3.6739E+01    4.4771E+01    2.4689E+01    2.0829E+01    1.8659E+01    5.5121E+01    4.2470E+01    1.6001E+01    4.7397E+00    1.3094E+01    5.1244E+00    9.9090E+00
 2.9133E+01    3.6744E+01    4.4783E+01    2.5022E+01    2.0829E+01    1.8727E+01    5.5121E+01    4.2515E+01    1.6001E+01    4.7193E+00    1.3073E+01    5.0939E+00    1.0016E+01
 2.9704E+01    3.6747E+01    4.4790E+01    2.5124E+01    2.0837E+01    1.8819E+01    5.5174E+01    4.2574E+01    1.6055E+01    4.7397E+00    1.2992E+01    4.9615E+00    9.8010E+00
 3.0204E+01    3.6747E+01    4.4811E+01    2.5002E+01    2.0836E+01    1.8877E+01    5.5255E+01    4.2637E+01    1.6100E+01    4.7397E+00    1.2972E+01    4.9615E+00    9.8010E+00
 3.0705E+01    3.6750E+01    4.4812E+01    2.5002E+01    2.0688E+01    1.8877E+01    5.5283E+01    4.2637E+01    1.6150E+01    4.7397E+00    1.3053E+01    4.9666E+00    9.9090E+00
 3.1205E+01    3.6762E+01    4.4812E+01    2.4916E+01    2.0803E+01    1.8933E+01    5.5283E+01    4.2677E+01    1.6193E+01    4.7601E+00    1.3094E+01    5.1142E+00    9.8010E+00
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1809E+01    3.6780E+01    4.4832E+01    2.4867E+01    2.0818E+01    1.8985E+01    5.5308E+01    4.2714E+01    1.6211E+01    4.7601E+00    1.3073E+01    5.0022E+00    9.8010E+00
 3.2309E+01    3.6801E+01    4.4840E+01    2.4959E+01    2.0818E+01    1.9033E+01    5.5308E+01    4.2756E+01    1.6211E+01    4.7601E+00    1.3073E+01    4.9819E+00    9.9090E+00
 3.2810E+01    3.6801E+01    4.4859E+01    2.4623E+01    2.0704E+01    1.9051E+01    5.5343E+01    4.2801E+01    1.6269E+01    4.7601E+00    1.3033E+01    4.9921E+00    9.9090E+00
 3.3310E+01    3.6811E+01    4.4873E+01    2.4416E+01    2.0730E+01    1.9051E+01    5.5347E+01    4.2801E+01    1.6305E+01    4.7601E+00    1.3094E+01    4.9819E+00    9.9090E+00
 3.3889E+01    3.6840E+01    4.4924E+01    2.4432E+01    2.0803E+01    1.9084E+01    5.5371E+01    4.2837E+01    1.6318E+01    4.7601E+00    1.3012E+01    4.9819E+00    1.0016E+01
 3.4389E+01    3.6852E+01    4.4918E+01    2.4425E+01    2.0929E+01    1.9118E+01    5.5393E+01    4.2872E+01    1.6362E+01    4.7805E+00    1.3094E+01    5.1346E+00    9.8010E+00
 3.4889E+01    3.6864E+01    4.4933E+01    2.4463E+01    2.0859E+01    1.9115E+01    5.5393E+01    4.2914E+01    1.6362E+01    4.7601E+00    1.3094E+01    5.0888E+00    9.9090E+00
 3.5390E+01    3.6876E+01    4.4950E+01    2.4654E+01    2.0859E+01    1.9140E+01    5.5434E+01    4.2941E+01    1.6394E+01    4.7601E+00    1.3155E+01    5.0939E+00    1.0016E+01
 3.5985E+01    3.6893E+01    4.4966E+01    2.4805E+01    2.0826E+01    1.9120E+01    5.5464E+01    4.2961E+01    1.6431E+01    4.7601E+00    1.3033E+01    4.9819E+00    9.8010E+00
 3.6485E+01    3.6893E+01    4.4971E+01    2.4614E+01    2.0586E+01    1.9120E+01    5.5492E+01    4.3006E+01    1.6477E+01    4.7601E+00    1.3134E+01    5.0990E+00    9.8010E+00
 3.6985E+01    3.6913E+01    4.5003E+01    2.4614E+01    2.0527E+01    1.9109E+01    5.5520E+01    4.3006E+01    1.6514E+01    4.7805E+00    1.3073E+01    4.9870E+00    9.8010E+00
 3.7486E+01    3.6916E+01    4.5003E+01    2.4812E+01    2.0746E+01    1.9093E+01    5.5547E+01    4.3024E+01    1.6567E+01    4.7601E+00    1.3033E+01    4.9870E+00    9.9090E+00
 3.8057E+01    3.6908E+01    4.5004E+01    2.5108E+01    2.0878E+01    1.9087E+01    5.5547E+01    4.3077E+01    1.6619E+01    4.7601E+00    1.3094E+01    5.1041E+00    9.8010E+00
 3.8557E+01    3.6930E+01    4.5031E+01    2.5073E+01    2.0878E+01    1.9070E+01    5.5616E+01    4.3105E+01    1.6635E+01    4.7601E+00    1.3155E+01    5.1550E+00    1.0016E+01
 3.9058E+01    3.6930E+01    4.5025E+01    2.5318E+01    2.0738E+01    1.9035E+01    5.5666E+01    4.3136E+01    1.6700E+01    4.7601E+00    1.3033E+01    5.1091E+00    1.0016E+01
 3.9558E+01    3.6941E+01    4.5049E+01    2.5318E+01    2.0804E+01    1.9051E+01    5.5700E+01    4.3151E+01    1.6764E+01    4.7601E+00    1.3033E+01    5.0481E+00    9.9090E+00
 4.0153E+01    3.6952E+01    4.5055E+01    2.5402E+01    2.0754E+01    1.9018E+01    5.5740E+01    4.3184E+01    1.6835E+01    4.7601E+00    1.3155E+01    4.9819E+00    9.9090E+00
 4.0654E+01    3.6953E+01    4.5055E+01    2.5574E+01    2.0692E+01    1.8940E+01    5.5794E+01    4.3208E+01    1.6897E+01    4.7805E+00    1.3094E+01    4.9921E+00    1.0016E+01
 4.1154E+01    3.6973E+01    4.5068E+01    2.5454E+01    2.0828E+01    1.8825E+01    5.5794E+01    4.3239E+01    1.6897E+01    4.7805E+00    1.3155E+01    5.1499E+00    1.0016E+01
 4.1654E+01    3.6970E+01    4.5072E+01    2.4846E+01    2.0828E+01    1.8681E+01    5.5835E+01    4.3268E+01    1.6980E+01    4.7805E+00    1.3155E+01    4.9819E+00    1.0016E+01
 4.2250E+01    3.7002E+01    4.5079E+01    2.4577E+01    2.0829E+01    1.8434E+01    5.5862E+01    4.3307E+01    1.7024E+01    4.7805E+00    1.3114E+01    5.1244E+00    1.0016E+01
 4.2750E+01    3.7002E+01    4.5076E+01    2.4471E+01    2.0979E+01    1.8434E+01    5.5876E+01    4.3334E+01    1.7063E+01    4.8009E+00    1.3073E+01    5.0735E+00    9.9090E+00
 4.3250E+01    3.7017E+01    4.5091E+01    2.4471E+01    2.0833E+01    1.8156E+01    5.5898E+01    4.3334E+01    1.7106E+01    4.8009E+00    1.3175E+01    5.1448E+00    1.0016E+01
 4.3750E+01    3.7029E+01    4.5091E+01    2.4315E+01    2.0983E+01    1.7861E+01    5.5922E+01    4.3355E+01    1.7137E+01    4.8213E+00    1.3175E+01    5.1550E+00    1.0016E+01
 4.4338E+01    3.7064E+01    4.5101E+01    2.4180E+01    2.0909E+01    1.7628E+01    5.5922E+01    4.3377E+01    1.7183E+01    4.8009E+00    1.3134E+01    5.0531E+00    9.9090E+00
 4.4839E+01    3.7088E+01    4.5130E+01    2.4265E+01    2.0925E+01    1.7399E+01    5.5924E+01    4.3407E+01    1.7183E+01    4.8213E+00    1.3155E+01    5.0073E+00    1.0016E+01
 4.5339E+01    3.7088E+01    4.5145E+01    2.4414E+01    2.0821E+01    1.7002E+01    5.5920E+01    4.3437E+01    1.7212E+01    4.8213E+00    1.3114E+01    5.1346E+00    9.9090E+00
 4.5839E+01    3.7097E+01    4.5161E+01    2.4414E+01    2.0811E+01    1.7002E+01    5.5955E+01    4.3437E+01    1.7243E+01    4.8417E+00    1.3216E+01    5.1702E+00    9.9090E+00
 4.6410E+01    3.7110E+01    4.5185E+01    2.4281E+01    2.0874E+01    1.6377E+01    5.5954E+01    4.3456E+01    1.7261E+01    4.8213E+00    1.3196E+01    5.0633E+00    1.0016E+01
 4.6910E+01    3.7132E+01    4.5200E+01    2.4622E+01    2.0848E+01    1.5849E+01    5.6002E+01    4.3464E+01    1.7292E+01    4.8009E+00    1.3134E+01    5.0073E+00    1.0016E+01
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7411E+01    3.7135E+01    4.5195E+01    2.4853E+01    2.0848E+01    1.5575E+01    5.6002E+01    4.3499E+01    1.7292E+01    4.8009E+00    1.3155E+01    5.1397E+00    9.8010E+00
 4.7911E+01    3.7151E+01    4.5216E+01    2.4987E+01    2.0923E+01    1.5447E+01    5.6034E+01    4.3513E+01    1.7332E+01    4.8213E+00    1.3216E+01    5.0735E+00    9.9090E+00
 4.8506E+01    3.7151E+01    4.5227E+01    2.4799E+01    2.0921E+01    1.5342E+01    5.6025E+01    4.3508E+01    1.7320E+01    4.8213E+00    1.3134E+01    5.1244E+00    9.8010E+00
 4.9007E+01    3.7150E+01    4.5262E+01    2.4697E+01    2.0870E+01    1.5342E+01    5.6061E+01    4.3508E+01    1.7292E+01    4.8213E+00    1.3114E+01    5.1091E+00    9.9090E+00
 4.9507E+01    3.7148E+01    4.5267E+01    2.4697E+01    2.0947E+01    1.5277E+01    5.6067E+01    4.3530E+01    1.7248E+01    4.8417E+00    1.3236E+01    5.0430E+00    1.0016E+01
 5.0007E+01    3.7162E+01    4.5267E+01    2.4713E+01    2.0882E+01    1.5241E+01    5.6069E+01    4.3525E+01    1.7200E+01    4.8417E+00    1.3175E+01    5.0124E+00    9.8010E+00
 5.0595E+01    3.7175E+01    4.5290E+01    2.4747E+01    2.1077E+01    1.5230E+01    5.6055E+01    4.3519E+01    1.7184E+01    4.8213E+00    1.3175E+01    5.0531E+00    1.0016E+01
 5.1095E+01    3.7189E+01    4.5300E+01    2.4936E+01    2.1077E+01    1.5180E+01    5.6084E+01    4.3508E+01    1.7120E+01    4.8213E+00    1.3216E+01    5.1091E+00    9.9090E+00
 5.1596E+01    3.7189E+01    4.5319E+01    2.4879E+01    2.0961E+01    1.5100E+01    5.6111E+01    4.3511E+01    1.7069E+01    4.8213E+00    1.3277E+01    5.0684E+00    1.0016E+01
 5.2096E+01    3.7220E+01    4.5341E+01    2.4879E+01    2.1074E+01    1.5100E+01    5.6139E+01    4.3511E+01    1.7039E+01    4.8213E+00    1.3196E+01    5.1601E+00    1.0016E+01
 5.2683E+01    3.7190E+01    4.5347E+01    2.4371E+01    2.1086E+01    1.5029E+01    5.6137E+01    4.3488E+01    1.6979E+01    4.8213E+00    1.3257E+01    5.0633E+00    9.8010E+00
 5.3183E+01    3.7211E+01    4.5347E+01    2.4276E+01    2.0799E+01    1.4989E+01    5.6152E+01    4.3478E+01    1.6914E+01    4.8009E+00    1.3196E+01    5.1651E+00    1.0016E+01
 5.3683E+01    3.7207E+01    4.5354E+01    2.4105E+01    2.0799E+01    1.4922E+01    5.6152E+01    4.3474E+01    1.6914E+01    4.8009E+00    1.3216E+01    5.0226E+00    9.9090E+00
 5.4184E+01    3.7207E+01    4.5365E+01    2.4181E+01    2.0972E+01    1.4844E+01    5.6166E+01    4.3470E+01    1.6880E+01    4.8009E+00    1.3216E+01    5.0582E+00    9.9090E+00
 5.4779E+01    3.7209E+01    4.5366E+01    2.4404E+01    2.0965E+01    1.4833E+01    5.6189E+01    4.3460E+01    1.6868E+01    4.8009E+00    1.3257E+01    5.1397E+00    1.0016E+01
 5.5279E+01    3.7230E+01    4.5388E+01    2.4404E+01    2.0920E+01    1.4833E+01    5.6202E+01    4.3460E+01    1.6831E+01    4.8009E+00    1.3196E+01    5.0481E+00    9.9090E+00
 5.5780E+01    3.7233E+01    4.5410E+01    2.4595E+01    2.0901E+01    1.4828E+01    5.6218E+01    4.3451E+01    1.6772E+01    4.8009E+00    1.3318E+01    5.0328E+00    9.9090E+00
 5.6280E+01    3.7246E+01    4.5410E+01    2.4569E+01    2.0905E+01    1.4793E+01    5.6232E+01    4.3421E+01    1.6736E+01    4.8009E+00    1.3277E+01    5.0379E+00    1.0016E+01
 5.6859E+01    3.7268E+01    4.5423E+01    2.4593E+01    2.0915E+01    1.4766E+01    5.6232E+01    4.3426E+01    1.6736E+01    4.8009E+00    1.3277E+01    5.0379E+00    1.0016E+01
 5.7360E+01    3.7276E+01    4.5460E+01    2.4726E+01    2.0915E+01    1.4714E+01    5.6255E+01    4.3386E+01    1.6701E+01    4.8009E+00    1.3318E+01    5.1957E+00    9.9090E+00
 5.7860E+01    3.7291E+01    4.5486E+01    2.4628E+01    2.0913E+01    1.4714E+01    5.6264E+01    4.3370E+01    1.6656E+01    4.7805E+00    1.3236E+01    5.0277E+00    9.9090E+00
 5.8360E+01    3.7304E+01    4.5518E+01    2.4628E+01    2.1083E+01    1.4666E+01    5.6257E+01    4.3370E+01    1.6626E+01    4.7805E+00    1.3277E+01    5.1244E+00    1.0016E+01
 5.8956E+01    3.7338E+01    4.5527E+01    2.4418E+01    2.1074E+01    1.4650E+01    5.6262E+01    4.3337E+01    1.6571E+01    4.7805E+00    1.3318E+01    5.0430E+00    9.9090E+00
 5.9456E+01    3.7348E+01    4.5527E+01    2.4238E+01    2.0939E+01    1.4617E+01    5.6277E+01    4.3317E+01    1.6559E+01    4.8009E+00    1.3257E+01    5.0328E+00    9.9090E+00
 5.9956E+01    3.7348E+01    4.5536E+01    2.4169E+01    2.0939E+01    1.4589E+01    5.6262E+01    4.3279E+01    1.6543E+01    4.8009E+00    1.3297E+01    5.0633E+00    9.9090E+00
 6.0457E+01    3.7348E+01    4.5545E+01    2.4105E+01    2.0843E+01    1.4569E+01    5.6232E+01    4.3240E+01    1.6500E+01    4.7805E+00    1.3358E+01    5.0531E+00    9.8010E+00
 6.1052E+01    3.7356E+01    4.5552E+01    2.4039E+01    2.0958E+01    1.4548E+01    5.6238E+01    4.3220E+01    1.6465E+01    4.7805E+00    1.3277E+01    5.0430E+00    9.9090E+00
 6.1552E+01    3.7380E+01    4.5568E+01    2.4039E+01    2.0799E+01    1.4548E+01    5.6216E+01    4.3220E+01    1.6424E+01    4.8009E+00    1.3379E+01    5.1295E+00    9.8010E+00
 6.2053E+01    3.7371E+01    4.5579E+01    2.4005E+01    2.0822E+01    1.4519E+01    5.6142E+01    4.3189E+01    1.6375E+01    4.8009E+00    1.3379E+01    5.2110E+00    1.0016E+01
 6.2553E+01    3.7379E+01    4.5579E+01    2.4116E+01    2.0898E+01    1.4514E+01    5.6142E+01    4.3153E+01    1.6334E+01    4.8009E+00    1.3379E+01    5.0531E+00    9.9090E+00
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.3148E+01    3.7430E+01    4.5609E+01    2.4347E+01    2.0913E+01    1.4508E+01    5.6112E+01    4.3135E+01    1.6334E+01    4.8009E+00    1.3277E+01    5.2110E+00    9.6912E+00
 6.3648E+01    3.7423E+01    4.5615E+01    2.4659E+01    2.0881E+01    1.4500E+01    5.6110E+01    4.3102E+01    1.6305E+01    4.7805E+00    1.3358E+01    5.1957E+00    9.9090E+00
 6.4149E+01    3.7408E+01    4.5616E+01    2.4588E+01    2.0775E+01    1.4435E+01    5.6078E+01    4.3086E+01    1.6257E+01    4.7805E+00    1.3338E+01    5.1550E+00    9.9090E+00
 6.4649E+01    3.7425E+01    4.5644E+01    2.4588E+01    2.0763E+01    1.4435E+01    5.6089E+01    4.3086E+01    1.6223E+01    4.7805E+00    1.3297E+01    5.2211E+00    1.0121E+01
 6.5244E+01    3.7425E+01    4.5668E+01    2.4392E+01    2.0912E+01    1.4392E+01    5.6074E+01    4.3052E+01    1.6188E+01    4.7601E+00    1.3379E+01    5.0582E+00    9.8010E+00
 6.5745E+01    3.7460E+01    4.5683E+01    2.4318E+01    2.0816E+01    1.4383E+01    5.6088E+01    4.3029E+01    1.6145E+01    4.7601E+00    1.3379E+01    5.2161E+00    9.9090E+00
 6.6245E+01    3.7451E+01    4.5691E+01    2.4267E+01    2.0816E+01    1.4328E+01    5.6088E+01    4.3023E+01    1.6145E+01    4.7601E+00    1.3297E+01    5.1142E+00    9.9090E+00
