# Run number  4 on Tue 2026-05-26T10:05:11 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 2.1834E+01    6.0531E+01    6.7876E+01    2.5869E+01    2.2465E+01    1.7715E+01    8.4531E+01    6.3032E+01    2.0284E+01    5.3111E+00    2.2317E+01    7.4255E+00    1.0121E+01   
 2.2334E+01    6.0553E+01    6.7885E+01    2.5783E+01    2.2470E+01    1.7692E+01    8.4546E+01    6.3046E+01    2.0291E+01    5.3111E+00    2.2439E+01    7.3338E+00    1.0016E+01   
 2.2834E+01    6.0562E+01    6.7885E+01    2.5783E+01    2.2502E+01    1.7669E+01    8.4558E+01    6.3036E+01    2.0303E+01    5.3111E+00    2.2358E+01    7.3287E+00    1.0016E+01   
 2.3438E+01    6.0553E+01    6.7885E+01    2.5612E+01    2.2473E+01    1.7662E+01    8.4542E+01    6.3042E+01    2.0309E+01    5.3111E+00    2.2378E+01    7.6495E+00    1.0121E+01   
 2.3939E+01    6.0557E+01    6.7900E+01    2.5639E+01    2.2584E+01    1.7677E+01    8.4542E+01    6.3056E+01    2.0287E+01    5.3315E+00    2.2500E+01    7.5680E+00    1.0016E+01   
 2.4439E+01    6.0557E+01    6.7898E+01    2.5673E+01    2.2584E+01    1.7693E+01    8.4561E+01    6.3062E+01    2.0303E+01    5.3111E+00    2.2358E+01    7.3898E+00    1.0121E+01   
 2.4939E+01    6.0570E+01    6.7900E+01    2.5816E+01    2.2565E+01    1.7693E+01    8.4544E+01    6.3081E+01    2.0331E+01    5.3111E+00    2.2398E+01    7.6495E+00    1.0016E+01   
 2.5510E+01    6.0557E+01    6.7905E+01    2.5853E+01    2.2518E+01    1.7747E+01    8.4551E+01    6.3092E+01    2.0347E+01    5.3315E+00    2.2378E+01    7.6291E+00    1.0016E+01   
 2.6011E+01    6.0566E+01    6.7911E+01    2.5853E+01    2.2495E+01    1.7769E+01    8.4547E+01    6.3092E+01    2.0348E+01    5.3315E+00    2.2358E+01    7.6647E+00    1.0121E+01   
 2.6511E+01    6.0575E+01    6.7911E+01    2.5858E+01    2.2494E+01    1.7799E+01    8.4547E+01    6.3098E+01    2.0353E+01    5.3315E+00    2.2378E+01    7.3542E+00    1.0121E+01   
 2.7011E+01    6.0575E+01    6.7928E+01    2.5999E+01    2.2494E+01    1.7767E+01    8.4553E+01    6.3096E+01    2.0353E+01    5.3111E+00    2.2398E+01    7.3746E+00    1.0121E+01   
 2.7607E+01    6.0574E+01    6.7909E+01    2.6041E+01    2.2471E+01    1.7697E+01    8.4533E+01    6.3068E+01    2.0340E+01    5.3111E+00    2.2419E+01    7.4611E+00    1.0121E+01   
 2.8107E+01    6.0574E+01    6.7921E+01    2.6024E+01    2.2539E+01    1.7697E+01    8.4548E+01    6.3081E+01    2.0334E+01    5.3111E+00    2.2459E+01    7.3287E+00    1.0121E+01   
 2.8607E+01    6.0568E+01    6.7926E+01    2.5819E+01    2.2588E+01    1.7676E+01    8.4568E+01    6.3081E+01    2.0333E+01    5.3111E+00    2.2378E+01    7.3491E+00    1.0121E+01   
 2.9108E+01    6.0568E+01    6.7926E+01    2.5819E+01    2.2567E+01    1.7671E+01    8.4566E+01    6.3074E+01    2.0337E+01    5.3111E+00    2.2581E+01    7.5476E+00    1.0225E+01   
 2.9687E+01    6.0566E+01    6.7916E+01    2.5737E+01    2.2612E+01    1.7694E+01    8.4566E+01    6.3069E+01    2.0338E+01    5.3111E+00    2.2378E+01    7.3542E+00    1.0121E+01   
 3.0188E+01    6.0557E+01    6.7941E+01    2.5788E+01    2.2533E+01    1.7698E+01    8.4577E+01    6.3078E+01    2.0320E+01    5.3111E+00    2.2602E+01    7.6596E+00    1.0016E+01   
 3.0688E+01    6.0557E+01    6.7947E+01    2.5850E+01    2.2533E+01    1.7662E+01    8.4570E+01    6.3058E+01    2.0320E+01    5.3111E+00    2.2378E+01    7.6240E+00    1.0121E+01   
 3.1188E+01    6.0562E+01    6.7945E+01    2.5914E+01    2.2583E+01    1.7662E+01    8.4536E+01    6.3054E+01    2.0315E+01    5.3111E+00    2.2683E+01    7.5629E+00    1.0225E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1799E+01    6.0576E+01    6.7946E+01    2.5869E+01    2.2559E+01    1.7664E+01    8.4546E+01    6.3065E+01    2.0318E+01    5.3111E+00    2.2378E+01    7.6495E+00    1.0225E+01   
 3.2299E+01    6.0575E+01    6.7971E+01    2.5869E+01    2.2505E+01    1.7641E+01    8.4537E+01    6.3050E+01    2.0305E+01    5.3111E+00    2.2602E+01    7.3644E+00    1.0121E+01   
 3.2800E+01    6.0593E+01    6.7971E+01    2.5872E+01    2.2556E+01    1.7658E+01    8.4537E+01    6.3055E+01    2.0311E+01    5.3111E+00    2.2500E+01    7.6444E+00    1.0016E+01   
 3.3300E+01    6.0599E+01    6.7969E+01    2.5824E+01    2.2532E+01    1.7639E+01    8.4540E+01    6.3043E+01    2.0295E+01    5.3111E+00    2.2622E+01    7.6036E+00    1.0225E+01   
 3.3879E+01    6.0614E+01    6.7970E+01    2.5696E+01    2.2532E+01    1.7649E+01    8.4534E+01    6.3048E+01    2.0292E+01    5.3315E+00    2.2541E+01    7.6240E+00    1.0121E+01   
 3.4380E+01    6.0614E+01    6.7992E+01    2.5464E+01    2.2557E+01    1.7649E+01    8.4563E+01    6.3050E+01    2.0281E+01    5.3315E+00    2.2622E+01    7.5782E+00    1.0016E+01   
 3.4880E+01    6.0604E+01    6.7987E+01    2.5464E+01    2.2610E+01    1.7666E+01    8.4571E+01    6.3050E+01    2.0312E+01    5.3111E+00    2.2500E+01    7.5018E+00    1.0121E+01   
 3.5380E+01    6.0615E+01    6.7987E+01    2.5363E+01    2.2541E+01    1.7661E+01    8.4593E+01    6.3058E+01    2.0300E+01    5.3111E+00    2.2622E+01    7.6240E+00    1.0121E+01   
 3.5992E+01    6.0623E+01    6.7987E+01    2.5231E+01    2.2581E+01    1.7665E+01    8.4593E+01    6.3059E+01    2.0296E+01    5.3315E+00    2.2683E+01    7.4713E+00    1.0016E+01   
 3.6492E+01    6.0627E+01    6.8009E+01    2.5085E+01    2.2594E+01    1.7653E+01    8.4592E+01    6.3061E+01    2.0290E+01    5.3111E+00    2.2602E+01    7.3847E+00    1.0225E+01   
 3.6992E+01    6.0627E+01    6.8003E+01    2.5052E+01    2.2594E+01    1.7635E+01    8.4612E+01    6.3066E+01    2.0290E+01    5.3111E+00    2.2622E+01    7.4967E+00    1.0121E+01   
 3.7492E+01    6.0629E+01    6.8003E+01    2.5070E+01    2.2623E+01    1.7635E+01    8.4594E+01    6.3064E+01    2.0288E+01    5.3111E+00    2.2561E+01    7.6545E+00    1.0225E+01   
 3.8064E+01    6.0638E+01    6.8000E+01    2.5128E+01    2.2588E+01    1.7597E+01    8.4592E+01    6.3064E+01    2.0292E+01    5.3111E+00    2.2398E+01    7.5120E+00    1.0121E+01   
 3.8564E+01    6.0656E+01    6.8009E+01    2.5144E+01    2.2550E+01    1.7608E+01    8.4594E+01    6.3065E+01    2.0298E+01    5.3111E+00    2.2480E+01    7.4255E+00    1.0121E+01   
 3.9065E+01    6.0654E+01    6.8009E+01    2.5062E+01    2.2608E+01    1.7617E+01    8.4594E+01    6.3076E+01    2.0301E+01    5.3111E+00    2.2398E+01    7.6545E+00    1.0121E+01   
 3.9565E+01    6.0676E+01    6.8030E+01    2.5115E+01    2.2624E+01    1.7608E+01    8.4603E+01    6.3076E+01    2.0301E+01    5.3111E+00    2.2500E+01    7.6749E+00    1.0225E+01   
 4.0169E+01    6.0684E+01    6.8029E+01    2.5096E+01    2.2714E+01    1.7607E+01    8.4621E+01    6.3065E+01    2.0288E+01    5.3111E+00    2.2683E+01    7.3593E+00    1.0016E+01   
 4.0669E+01    6.0684E+01    6.8024E+01    2.5090E+01    2.2573E+01    1.7607E+01    8.4608E+01    6.3075E+01    2.0279E+01    5.3111E+00    2.2663E+01    7.3746E+00    1.0225E+01   
 4.1169E+01    6.0689E+01    6.8035E+01    2.5094E+01    2.2578E+01    1.7599E+01    8.4599E+01    6.3075E+01    2.0280E+01    5.3111E+00    2.2561E+01    7.6495E+00    1.0121E+01   
 4.1669E+01    6.0699E+01    6.8050E+01    2.5110E+01    2.2653E+01    1.7571E+01    8.4584E+01    6.3082E+01    2.0267E+01    5.3111E+00    2.2561E+01    7.3440E+00    1.0016E+01   
 4.2241E+01    6.0702E+01    6.8060E+01    2.5276E+01    2.2707E+01    1.7550E+01    8.4584E+01    6.3070E+01    2.0263E+01    5.3111E+00    2.2398E+01    7.3389E+00    1.0016E+01   
 4.2741E+01    6.0698E+01    6.8055E+01    2.5342E+01    2.2713E+01    1.7563E+01    8.4572E+01    6.3091E+01    2.0263E+01    5.3111E+00    2.2561E+01    7.3440E+00    1.0016E+01   
 4.3241E+01    6.0698E+01    6.8069E+01    2.5386E+01    2.2713E+01    1.7575E+01    8.4563E+01    6.3093E+01    2.0263E+01    5.3111E+00    2.2419E+01    7.4815E+00    1.0016E+01   
 4.3741E+01    6.0711E+01    6.8070E+01    2.5581E+01    2.2646E+01    1.7575E+01    8.4558E+01    6.3094E+01    2.0279E+01    5.3111E+00    2.2561E+01    7.3898E+00    1.0016E+01   
 4.4321E+01    6.0738E+01    6.8082E+01    2.5782E+01    2.2672E+01    1.7571E+01    8.4581E+01    6.3094E+01    2.0259E+01    5.3111E+00    2.2419E+01    7.4255E+00    1.0121E+01   
 4.4821E+01    6.0748E+01    6.8082E+01    2.5782E+01    2.2670E+01    1.7549E+01    8.4585E+01    6.3104E+01    2.0260E+01    5.3111E+00    2.2459E+01    7.3542E+00    1.0121E+01   
 4.5321E+01    6.0750E+01    6.8091E+01    2.5936E+01    2.2747E+01    1.7577E+01    8.4585E+01    6.3101E+01    2.0273E+01    5.3111E+00    2.2419E+01    7.4916E+00    1.0121E+01   
 4.5822E+01    6.0738E+01    6.8087E+01    2.6225E+01    2.2747E+01    1.7603E+01    8.4590E+01    6.3098E+01    2.0273E+01    5.3111E+00    2.2622E+01    7.6495E+00    1.0225E+01   
 4.6402E+01    6.0724E+01    6.8070E+01    2.6385E+01    2.2766E+01    1.7629E+01    8.4607E+01    6.3102E+01    2.0291E+01    5.3111E+00    2.2643E+01    7.3542E+00    1.0121E+01   
 4.6902E+01    6.0743E+01    6.8087E+01    2.6499E+01    2.2792E+01    1.7629E+01    8.4592E+01    6.3082E+01    2.0267E+01    5.3111E+00    2.2724E+01    7.5884E+00    1.0121E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7402E+01    6.0735E+01    6.8090E+01    2.6499E+01    2.2790E+01    1.7633E+01    8.4587E+01    6.3082E+01    2.0272E+01    5.3111E+00    2.2439E+01    7.6698E+00    1.0016E+01   
 4.7903E+01    6.0743E+01    6.8090E+01    2.6410E+01    2.2841E+01    1.7608E+01    8.4587E+01    6.3100E+01    2.0277E+01    5.3111E+00    2.2581E+01    7.3949E+00    1.0225E+01   
 4.8497E+01    6.0724E+01    6.8064E+01    2.6354E+01    2.2829E+01    1.7600E+01    8.4581E+01    6.3086E+01    2.0268E+01    5.3111E+00    2.2561E+01    7.4102E+00    1.0016E+01   
 4.8998E+01    6.0713E+01    6.8068E+01    2.6446E+01    2.2770E+01    1.7612E+01    8.4604E+01    6.3103E+01    2.0268E+01    5.3111E+00    2.2459E+01    7.6800E+00    1.0016E+01   
 4.9498E+01    6.0699E+01    6.8046E+01    2.6503E+01    2.2755E+01    1.7612E+01    8.4597E+01    6.3096E+01    2.0300E+01    5.3315E+00    2.2622E+01    7.4000E+00    1.0121E+01   
 4.9998E+01    6.0717E+01    6.8064E+01    2.6351E+01    2.2722E+01    1.7634E+01    8.4623E+01    6.3110E+01    2.0296E+01    5.3111E+00    2.2459E+01    7.4560E+00    1.0016E+01   
 5.0570E+01    6.0741E+01    6.8083E+01    2.6366E+01    2.2827E+01    1.7643E+01    8.4622E+01    6.3110E+01    2.0303E+01    5.3111E+00    2.2581E+01    7.6647E+00    1.0016E+01   
 5.1070E+01    6.0735E+01    6.8083E+01    2.6265E+01    2.2826E+01    1.7616E+01    8.4626E+01    6.3102E+01    2.0299E+01    5.3315E+00    2.2683E+01    7.7004E+00    1.0121E+01   
 5.1570E+01    6.0728E+01    6.8084E+01    2.6175E+01    2.2768E+01    1.7596E+01    8.4626E+01    6.3098E+01    2.0317E+01    5.3315E+00    2.2561E+01    7.6240E+00    1.0016E+01   
 5.2071E+01    6.0728E+01    6.8074E+01    2.5891E+01    2.2768E+01    1.7630E+01    8.4595E+01    6.3100E+01    2.0317E+01    5.3111E+00    2.2683E+01    7.4713E+00    1.0225E+01   
 5.2666E+01    6.0745E+01    6.8076E+01    2.5855E+01    2.2838E+01    1.7638E+01    8.4586E+01    6.3129E+01    2.0289E+01    5.3315E+00    2.2683E+01    7.4102E+00    1.0121E+01   
 5.3166E+01    6.0733E+01    6.8101E+01    2.5895E+01    2.2690E+01    1.7638E+01    8.4592E+01    6.3121E+01    2.0291E+01    5.3315E+00    2.2704E+01    7.3695E+00    1.0016E+01   
 5.3666E+01    6.0761E+01    6.8097E+01    2.5910E+01    2.2742E+01    1.7648E+01    8.4574E+01    6.3121E+01    2.0304E+01    5.3315E+00    2.2683E+01    7.6749E+00    1.0121E+01   
 5.4167E+01    6.0756E+01    6.8097E+01    2.5932E+01    2.2748E+01    1.7663E+01    8.4574E+01    6.3123E+01    2.0288E+01    5.3111E+00    2.2744E+01    7.3949E+00    1.0016E+01   
 5.4738E+01    6.0766E+01    6.8104E+01    2.5697E+01    2.2699E+01    1.7686E+01    8.4572E+01    6.3129E+01    2.0298E+01    5.3315E+00    2.2683E+01    7.3593E+00    1.0121E+01   
 5.5238E+01    6.0766E+01    6.8116E+01    2.5655E+01    2.2699E+01    1.7691E+01    8.4574E+01    6.3138E+01    2.0298E+01    5.3315E+00    2.2459E+01    7.3644E+00    1.0225E+01   
 5.5739E+01    6.0782E+01    6.8144E+01    2.5631E+01    2.2741E+01    1.7691E+01    8.4597E+01    6.3123E+01    2.0293E+01    5.3315E+00    2.2541E+01    7.3593E+00    1.0016E+01   
 5.6239E+01    6.0788E+01    6.8143E+01    2.5640E+01    2.2711E+01    1.7673E+01    8.4590E+01    6.3123E+01    2.0279E+01    5.3315E+00    2.2480E+01    7.4051E+00    1.0016E+01   
 5.6835E+01    6.0790E+01    6.8154E+01    2.5640E+01    2.2767E+01    1.7623E+01    8.4606E+01    6.3121E+01    2.0283E+01    5.3111E+00    2.2561E+01    7.4458E+00    1.0016E+01   
 5.7335E+01    6.0796E+01    6.8154E+01    2.5721E+01    2.2665E+01    1.7594E+01    8.4606E+01    6.3120E+01    2.0262E+01    5.3111E+00    2.2744E+01    7.3847E+00    1.0016E+01   
 5.7836E+01    6.0794E+01    6.8142E+01    2.5685E+01    2.2606E+01    1.7555E+01    8.4590E+01    6.3127E+01    2.0262E+01    5.3111E+00    2.2419E+01    7.3695E+00    1.0121E+01   
 5.8336E+01    6.0794E+01    6.8149E+01    2.5667E+01    2.2606E+01    1.7562E+01    8.4634E+01    6.3132E+01    2.0264E+01    5.3111E+00    2.2643E+01    7.6698E+00    1.0225E+01   
 5.8907E+01    6.0804E+01    6.8154E+01    2.5681E+01    2.2654E+01    1.7562E+01    8.4656E+01    6.3128E+01    2.0264E+01    5.3111E+00    2.2602E+01    7.6902E+00    1.0225E+01   
 5.9407E+01    6.0806E+01    6.8155E+01    2.5697E+01    2.2615E+01    1.7600E+01    8.4631E+01    6.3128E+01    2.0269E+01    5.3111E+00    2.2459E+01    7.6240E+00    1.0121E+01   
 5.9907E+01    6.0808E+01    6.8141E+01    2.5681E+01    2.2537E+01    1.7591E+01    8.4655E+01    6.3127E+01    2.0258E+01    5.3111E+00    2.2581E+01    7.4815E+00    1.0121E+01   
 6.0408E+01    6.0801E+01    6.8159E+01    2.5720E+01    2.2520E+01    1.7548E+01    8.4655E+01    6.3124E+01    2.0260E+01    5.3111E+00    2.2663E+01    7.5578E+00    1.0121E+01   
 6.1003E+01    6.0825E+01    6.8159E+01    2.5832E+01    2.2561E+01    1.7539E+01    8.4666E+01    6.3115E+01    2.0255E+01    5.3111E+00    2.2643E+01    7.3796E+00    1.0016E+01   
 6.1503E+01    6.0825E+01    6.8180E+01    2.5949E+01    2.2561E+01    1.7554E+01    8.4645E+01    6.3131E+01    2.0255E+01    5.3111E+00    2.2724E+01    7.4866E+00    1.0121E+01   
 6.2004E+01    6.0844E+01    6.8165E+01    2.5932E+01    2.2551E+01    1.7554E+01    8.4666E+01    6.3123E+01    2.0255E+01    5.3111E+00    2.2561E+01    7.4153E+00    1.0016E+01   
 6.2504E+01    6.0855E+01    6.8179E+01    2.5916E+01    2.2567E+01    1.7568E+01    8.4671E+01    6.3123E+01    2.0231E+01    5.3111E+00    2.2643E+01    7.3695E+00    1.0016E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.3100E+01    6.0864E+01    6.8181E+01    2.5891E+01    2.2479E+01    1.7571E+01    8.4687E+01    6.3130E+01    2.0243E+01    5.3111E+00    2.2643E+01    7.3898E+00    1.0016E+01   
 6.3600E+01    6.0848E+01    6.8167E+01    2.5931E+01    2.2453E+01    1.7576E+01    8.4701E+01    6.3145E+01    2.0246E+01    5.2906E+00    2.2602E+01    7.5426E+00    1.0016E+01   
 6.4100E+01    6.0846E+01    6.8169E+01    2.5892E+01    2.2337E+01    1.7553E+01    8.4726E+01    6.3150E+01    2.0246E+01    5.3111E+00    2.2724E+01    7.4153E+00    9.9092E+00   
 6.4601E+01    6.0831E+01    6.8152E+01    2.5794E+01    2.2321E+01    1.7566E+01    8.4738E+01    6.3162E+01    2.0258E+01    5.2906E+00    2.2520E+01    7.6698E+00    1.0225E+01   
 6.5180E+01    6.0837E+01    6.8179E+01    2.5780E+01    2.2370E+01    1.7566E+01    8.4720E+01    6.3176E+01    2.0254E+01    5.2906E+00    2.2765E+01    7.4356E+00    1.0016E+01   
 6.5680E+01    6.0844E+01    6.8171E+01    2.5756E+01    2.2404E+01    1.7555E+01    8.4720E+01    6.3176E+01    2.0249E+01    5.3111E+00    2.2785E+01    7.6953E+00    1.0121E+01   
