# Run number  1 on Fri 2026-05-15T12:05:34 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 9.4700E+00    1.9802E+01    1.9981E+01    2.0841E+01    2.2281E+01    2.0458E+01    2.0604E+01    2.0517E+01    2.0198E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8250E+00   
 9.9704E+00    1.9803E+01    1.9962E+01    2.0841E+01    2.2231E+01    2.0458E+01    2.0591E+01    2.0517E+01    2.0174E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8987E+00   
 1.0471E+01    1.9802E+01    1.9957E+01    2.0868E+01    2.2193E+01    2.0456E+01    2.0600E+01    2.0544E+01    2.0193E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8987E+00   
 1.0996E+01    1.9808E+01    1.9957E+01    2.0867E+01    2.2193E+01    2.0434E+01    2.0600E+01    2.0523E+01    2.0193E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8987E+00   
 1.1498E+01    1.9807E+01    1.9975E+01    2.0887E+01    2.2142E+01    2.0471E+01    2.0622E+01    2.0539E+01    2.0181E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8250E+00   
 1.2001E+01    1.9807E+01    1.9977E+01    2.0889E+01    2.2040E+01    2.0464E+01    2.0602E+01    2.0534E+01    2.0199E+01    5.9640E+00    6.0085E+00    0.0000E+00    2.8987E+00   
 1.2503E+01    1.9798E+01    1.9967E+01    2.0889E+01    2.2044E+01    2.0480E+01    2.0615E+01    2.0549E+01    2.0199E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8987E+00   
 1.3085E+01    1.9795E+01    1.9977E+01    2.0831E+01    2.2181E+01    2.0484E+01    2.0635E+01    2.0553E+01    2.0209E+01    5.9640E+00    6.0289E+00    0.0000E+00    2.8358E+00   
 1.3587E+01    1.9777E+01    2.0087E+01    2.0844E+01    2.2229E+01    2.0490E+01    2.0636E+01    2.0559E+01    2.0216E+01    5.9640E+00    6.0289E+00    0.0000E+00    5.3517E+00   
 1.4091E+01    1.9770E+01    2.0087E+01    2.0840E+01    2.2229E+01    2.0494E+01    2.0636E+01    2.0548E+01    2.0216E+01    5.9640E+00    6.0289E+00    0.0000E+00    7.2577E+00   
 1.4593E+01    1.9831E+01    2.0087E+01    2.0853E+01    2.2282E+01    2.0470E+01    2.0638E+01    2.0550E+01    2.0200E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.0299E+00   
 1.5173E+01    1.9920E+01    2.0069E+01    2.0849E+01    2.2234E+01    2.0475E+01    2.0630E+01    2.0543E+01    2.0189E+01    5.9844E+00    6.0289E+00    0.0000E+00    8.3137E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.5675E+01    1.9920E+01    2.0079E+01    2.0849E+01    2.2165E+01    2.0490E+01    2.0649E+01    2.0558E+01    2.0229E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4145E+00   
 1.6177E+01    2.0246E+01    2.0082E+01    2.0839E+01    2.2157E+01    2.0484E+01    2.0631E+01    2.0558E+01    2.0218E+01    5.9640E+00    6.0085E+00    0.0000E+00    8.4645E+00   
 1.6679E+01    2.1023E+01    2.0082E+01    2.0832E+01    2.2122E+01    2.0500E+01    2.0649E+01    2.0558E+01    2.0218E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4645E+00   
 1.7253E+01    2.1574E+01    2.0077E+01    2.0808E+01    2.2122E+01    2.0497E+01    2.0649E+01    2.0569E+01    2.0218E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4893E+00   
 1.7755E+01    2.1654E+01    2.0046E+01    2.0803E+01    2.2020E+01    2.0492E+01    2.0655E+01    2.0551E+01    2.0218E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.5141E+00   
 1.8257E+01    2.1654E+01    2.0053E+01    2.0803E+01    2.2007E+01    2.0473E+01    2.0653E+01    2.0549E+01    2.0225E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4893E+00   
 1.8760E+01    2.1526E+01    2.0062E+01    2.0786E+01    2.2022E+01    2.0489E+01    2.0653E+01    2.0565E+01    2.0229E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4893E+00   
 1.9361E+01    2.1284E+01    2.0050E+01    2.0788E+01    2.2042E+01    2.0489E+01    2.0649E+01    2.0572E+01    2.0222E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4893E+00   
 1.9863E+01    2.1054E+01    2.0059E+01    2.0797E+01    2.2076E+01    2.0496E+01    2.0648E+01    2.0567E+01    2.0214E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4893E+00   
 2.0365E+01    2.0932E+01    2.0059E+01    2.0773E+01    2.2076E+01    2.0484E+01    2.0648E+01    2.0563E+01    2.0214E+01    5.9640E+00    6.0289E+00    0.0000E+00    8.4645E+00   
 2.0867E+01    2.0840E+01    2.0071E+01    2.0816E+01    2.2066E+01    2.0496E+01    2.0668E+01    2.0564E+01    2.0244E+01    5.9640E+00    6.0492E+00    0.0000E+00    8.4645E+00   
 2.1446E+01    2.0840E+01    2.0034E+01    2.0820E+01    2.2074E+01    2.0508E+01    2.0674E+01    2.0579E+01    2.0250E+01    5.9844E+00    6.0492E+00    0.0000E+00    8.4645E+00   
 2.1948E+01    2.0751E+01    2.0076E+01    2.0836E+01    2.2016E+01    2.0508E+01    2.0675E+01    2.0579E+01    2.0244E+01    5.9640E+00    6.0492E+00    0.0000E+00    8.4645E+00   
 2.2450E+01    2.0657E+01    2.0087E+01    2.0855E+01    2.2004E+01    2.0522E+01    2.0665E+01    2.0571E+01    2.0243E+01    5.9640E+00    6.0492E+00    0.0000E+00    8.4893E+00   
 2.2952E+01    2.0573E+01    2.0087E+01    2.0836E+01    2.2004E+01    2.0519E+01    2.0665E+01    2.0589E+01    2.0245E+01    5.9844E+00    6.0492E+00    0.0000E+00    8.4893E+00   
 2.3559E+01    2.0510E+01    2.0143E+01    2.0845E+01    2.2073E+01    2.0501E+01    2.0679E+01    2.0582E+01    2.0245E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 2.4061E+01    2.0458E+01    2.0255E+01    2.0850E+01    2.2189E+01    2.0503E+01    2.0667E+01    2.0581E+01    2.0240E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.4565E+01    2.0458E+01    2.0370E+01    2.0850E+01    2.2346E+01    2.0516E+01    2.0662E+01    2.0573E+01    2.0229E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.5067E+01    2.0407E+01    2.0484E+01    2.0849E+01    2.2366E+01    2.0516E+01    2.0662E+01    2.0573E+01    2.0228E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 2.5639E+01    2.0392E+01    2.0576E+01    2.0848E+01    2.2500E+01    2.0490E+01    2.0661E+01    2.0555E+01    2.0213E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.6141E+01    2.0350E+01    2.0576E+01    2.0863E+01    2.2683E+01    2.0505E+01    2.0664E+01    2.0558E+01    2.0220E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 2.6643E+01    2.0333E+01    2.0660E+01    2.0870E+01    2.2699E+01    2.0525E+01    2.0680E+01    2.0570E+01    2.0236E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 2.7145E+01    2.0325E+01    2.0683E+01    2.0867E+01    2.2666E+01    2.0509E+01    2.0682E+01    2.0575E+01    2.0234E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.7727E+01    2.0325E+01    2.0696E+01    2.0861E+01    2.2574E+01    2.0527E+01    2.0694E+01    2.0576E+01    2.0247E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.8229E+01    2.0307E+01    2.0686E+01    2.0861E+01    2.2452E+01    2.0527E+01    2.0684E+01    2.0576E+01    2.0246E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 2.8732E+01    2.0300E+01    2.0689E+01    2.0888E+01    2.2364E+01    2.0527E+01    2.0684E+01    2.0583E+01    2.0234E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4145E+00   
 2.9234E+01    2.0276E+01    2.0689E+01    2.0890E+01    2.2364E+01    2.0518E+01    2.0684E+01    2.0575E+01    2.0234E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 2.9818E+01    2.0292E+01    2.0670E+01    2.0881E+01    2.2285E+01    2.0501E+01    2.0682E+01    2.0577E+01    2.0229E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 3.0323E+01    2.0290E+01    2.0637E+01    2.0884E+01    2.2187E+01    2.0494E+01    2.0674E+01    2.0569E+01    2.0229E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 3.0828E+01    2.0290E+01    2.0604E+01    2.0884E+01    2.2124E+01    2.0494E+01    2.0673E+01    2.0564E+01    2.0213E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1333E+01    2.0282E+01    2.0571E+01    2.0859E+01    2.2121E+01    2.0520E+01    2.0660E+01    2.0564E+01    2.0221E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 3.1922E+01    2.0278E+01    2.0554E+01    2.0870E+01    2.2113E+01    2.0508E+01    2.0698E+01    2.0584E+01    2.0229E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.2427E+01    2.0292E+01    2.0526E+01    2.0885E+01    2.2133E+01    2.0506E+01    2.0676E+01    2.0588E+01    2.0245E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.2932E+01    2.0282E+01    2.0526E+01    2.0858E+01    2.2133E+01    2.0518E+01    2.0692E+01    2.0588E+01    2.0261E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.3437E+01    2.0296E+01    2.0491E+01    2.0839E+01    2.2152E+01    2.0510E+01    2.0695E+01    2.0589E+01    2.0240E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.4027E+01    2.0298E+01    2.0477E+01    2.0837E+01    2.2209E+01    2.0525E+01    2.0706E+01    2.0602E+01    2.0244E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 3.4533E+01    2.0298E+01    2.0448E+01    2.0837E+01    2.2281E+01    2.0525E+01    2.0715E+01    2.0618E+01    2.0261E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.5038E+01    2.0308E+01    2.0429E+01    2.0825E+01    2.2224E+01    2.0549E+01    2.0718E+01    2.0612E+01    2.0258E+01    5.9640E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.5543E+01    2.0296E+01    2.0429E+01    2.0801E+01    2.2224E+01    2.0522E+01    2.0718E+01    2.0591E+01    2.0239E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 3.6140E+01    2.0335E+01    2.0430E+01    2.0791E+01    2.2245E+01    2.0510E+01    2.0703E+01    2.0582E+01    2.0239E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 3.6645E+01    2.0340E+01    2.0442E+01    2.0820E+01    2.2269E+01    2.0520E+01    2.0682E+01    2.0584E+01    2.0231E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 3.7147E+01    2.0340E+01    2.0407E+01    2.0790E+01    2.2221E+01    2.0503E+01    2.0675E+01    2.0574E+01    2.0230E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.7649E+01    2.0368E+01    2.0405E+01    2.0806E+01    2.2167E+01    2.0503E+01    2.0682E+01    2.0574E+01    2.0232E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.8217E+01    2.0354E+01    2.0405E+01    2.0822E+01    2.2173E+01    2.0496E+01    2.0669E+01    2.0566E+01    2.0225E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.8719E+01    2.0382E+01    2.0416E+01    2.0872E+01    2.2212E+01    2.0492E+01    2.0658E+01    2.0548E+01    2.0211E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 3.9221E+01    2.0387E+01    2.0416E+01    2.0867E+01    2.2212E+01    2.0480E+01    2.0658E+01    2.0555E+01    2.0211E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 3.9724E+01    2.0380E+01    2.0396E+01    2.0854E+01    2.2197E+01    2.0486E+01    2.0666E+01    2.0542E+01    2.0242E+01    5.9844E+00    6.0492E+00    0.0000E+00    8.4645E+00   
 4.0305E+01    2.0379E+01    2.0394E+01    2.0873E+01    2.2099E+01    2.0478E+01    2.0671E+01    2.0558E+01    2.0205E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.0807E+01    2.0379E+01    2.0403E+01    2.0873E+01    2.2051E+01    2.0478E+01    2.0659E+01    2.0558E+01    2.0221E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.1310E+01    2.0385E+01    2.0391E+01    2.0854E+01    2.1993E+01    2.0467E+01    2.0643E+01    2.0551E+01    2.0193E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.1812E+01    2.0375E+01    2.0391E+01    2.0865E+01    2.1993E+01    2.0463E+01    2.0643E+01    2.0561E+01    2.0180E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.2413E+01    2.0378E+01    2.0375E+01    2.0865E+01    2.1974E+01    2.0452E+01    2.0661E+01    2.0551E+01    2.0180E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 4.2915E+01    2.0399E+01    2.0383E+01    2.0894E+01    2.1963E+01    2.0470E+01    2.0668E+01    2.0561E+01    2.0197E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.3417E+01    2.0399E+01    2.0389E+01    2.0894E+01    2.1926E+01    2.0464E+01    2.0650E+01    2.0558E+01    2.0200E+01    5.9844E+00    6.0492E+00    0.0000E+00    8.4395E+00   
 4.3920E+01    2.0409E+01    2.0397E+01    2.0911E+01    2.1927E+01    2.0464E+01    2.0655E+01    2.0558E+01    2.0174E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.5141E+00   
 4.4490E+01    2.0400E+01    2.0401E+01    2.0932E+01    2.1940E+01    2.0455E+01    2.0654E+01    2.0540E+01    2.0188E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.4992E+01    2.0413E+01    2.0416E+01    2.0963E+01    2.1955E+01    2.0444E+01    2.0641E+01    2.0551E+01    2.0193E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.5494E+01    2.0431E+01    2.0402E+01    2.0950E+01    2.2045E+01    2.0427E+01    2.0641E+01    2.0550E+01    2.0193E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.5997E+01    2.0427E+01    2.0410E+01    2.0958E+01    2.2091E+01    2.0427E+01    2.0619E+01    2.0523E+01    2.0185E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.6570E+01    2.0427E+01    2.0411E+01    2.0958E+01    2.2014E+01    2.0435E+01    2.0633E+01    2.0539E+01    2.0170E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7072E+01    2.0425E+01    2.0423E+01    2.0932E+01    2.1986E+01    2.0435E+01    2.0618E+01    2.0539E+01    2.0174E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.7577E+01    2.0436E+01    2.0405E+01    2.0922E+01    2.2069E+01    2.0424E+01    2.0619E+01    2.0528E+01    2.0169E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 4.8080E+01    2.0441E+01    2.0405E+01    2.0891E+01    2.2069E+01    2.0412E+01    2.0619E+01    2.0536E+01    2.0169E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 4.8658E+01    2.0442E+01    2.0434E+01    2.0925E+01    2.2072E+01    2.0428E+01    2.0624E+01    2.0524E+01    2.0187E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 4.9161E+01    2.0443E+01    2.0412E+01    2.0891E+01    2.2000E+01    2.0418E+01    2.0620E+01    2.0539E+01    2.0174E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 4.9663E+01    2.0443E+01    2.0409E+01    2.0891E+01    2.1963E+01    2.0418E+01    2.0628E+01    2.0539E+01    2.0172E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 5.0165E+01    2.0435E+01    2.0423E+01    2.0959E+01    2.1922E+01    2.0413E+01    2.0636E+01    2.0525E+01    2.0107E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 5.0755E+01    2.0453E+01    2.0413E+01    2.0959E+01    2.1882E+01    2.0415E+01    2.0630E+01    2.0537E+01    2.0189E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.5141E+00   
 5.1257E+01    2.0448E+01    2.0413E+01    2.0948E+01    2.1882E+01    2.0410E+01    2.0615E+01    2.0529E+01    2.0163E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.1759E+01    2.0475E+01    2.0442E+01    2.0978E+01    2.1869E+01    2.0438E+01    2.0631E+01    2.0560E+01    2.0178E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 5.2262E+01    2.0457E+01    2.0436E+01    2.1025E+01    2.1904E+01    2.0423E+01    2.0623E+01    2.0540E+01    2.0179E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.2862E+01    2.0472E+01    2.0459E+01    2.1043E+01    2.1896E+01    2.0396E+01    2.0601E+01    2.0532E+01    2.0168E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.3894E+00   
 5.3365E+01    2.0475E+01    2.0449E+01    2.1043E+01    2.1899E+01    2.0396E+01    2.0598E+01    2.0532E+01    2.0170E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.3867E+01    2.0494E+01    2.0465E+01    2.1044E+01    2.1897E+01    2.0404E+01    2.0609E+01    2.0521E+01    2.0167E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.4369E+01    2.0511E+01    2.0465E+01    2.1025E+01    2.1897E+01    2.0403E+01    2.0609E+01    2.0529E+01    2.0167E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.4948E+01    2.0503E+01    2.0461E+01    2.1020E+01    2.1944E+01    2.0400E+01    2.0617E+01    2.0532E+01    2.0164E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.5450E+01    2.0494E+01    2.0466E+01    2.0990E+01    2.1989E+01    2.0400E+01    2.0601E+01    2.0521E+01    2.0164E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.5952E+01    2.0494E+01    2.0468E+01    2.0990E+01    2.1968E+01    2.0400E+01    2.0614E+01    2.0520E+01    2.0168E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.6454E+01    2.0500E+01    2.0471E+01    2.0982E+01    2.1951E+01    2.0385E+01    2.0594E+01    2.0520E+01    2.0156E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.7036E+01    2.0496E+01    2.0470E+01    2.0937E+01    2.1855E+01    2.0428E+01    2.0632E+01    2.0549E+01    2.0190E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.7538E+01    2.0487E+01    2.0470E+01    2.0920E+01    2.1855E+01    2.0425E+01    2.0620E+01    2.0543E+01    2.0186E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 5.8041E+01    2.0506E+01    2.0493E+01    2.0910E+01    2.1890E+01    2.0438E+01    2.0636E+01    2.0563E+01    2.0202E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.8546E+01    2.0497E+01    2.0475E+01    2.0910E+01    2.1938E+01    2.0411E+01    2.0636E+01    2.0551E+01    2.0210E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 5.9151E+01    2.0526E+01    2.0518E+01    2.0919E+01    2.1977E+01    2.0436E+01    2.0646E+01    2.0569E+01    2.0209E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 5.9653E+01    2.0526E+01    2.0487E+01    2.0919E+01    2.2183E+01    2.0436E+01    2.0653E+01    2.0569E+01    2.0213E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 6.0155E+01    2.0521E+01    2.0532E+01    2.0963E+01    2.2256E+01    2.0461E+01    2.0665E+01    2.0576E+01    2.0226E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 6.0658E+01    2.0541E+01    2.0532E+01    2.1062E+01    2.2256E+01    2.0454E+01    2.0665E+01    2.0584E+01    2.0226E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 6.1237E+01    2.0540E+01    2.0530E+01    2.1048E+01    2.2267E+01    2.0452E+01    2.0664E+01    2.0555E+01    2.0212E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 6.1739E+01    2.0540E+01    2.0532E+01    2.1048E+01    2.2139E+01    2.0430E+01    2.0659E+01    2.0551E+01    2.0221E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4395E+00   
 6.2241E+01    2.0525E+01    2.0515E+01    2.1032E+01    2.2059E+01    2.0430E+01    2.0652E+01    2.0558E+01    2.0207E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.2743E+01    2.0516E+01    2.0518E+01    2.1015E+01    2.1969E+01    2.0433E+01    2.0649E+01    2.0558E+01    2.0219E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 6.3333E+01    2.0528E+01    2.0517E+01    2.1055E+01    2.1913E+01    2.0428E+01    2.0644E+01    2.0549E+01    2.0213E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 6.3835E+01    2.0516E+01    2.0502E+01    2.1038E+01    2.1898E+01    2.0456E+01    2.0657E+01    2.0566E+01    2.0223E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 6.4338E+01    2.0512E+01    2.0505E+01    2.1082E+01    2.1890E+01    2.0448E+01    2.0657E+01    2.0554E+01    2.0223E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4645E+00   
 6.4841E+01    2.0504E+01    2.0496E+01    2.1112E+01    2.1855E+01    2.0443E+01    2.0678E+01    2.0592E+01    2.0224E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
 6.5413E+01    2.0504E+01    2.0507E+01    2.1112E+01    2.1818E+01    2.0448E+01    2.0669E+01    2.0588E+01    2.0214E+01    5.9844E+00    6.0696E+00    0.0000E+00    8.4893E+00   
