# Run number  5 on Tue 2026-05-26T13:05:52 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 7.8252E+00    4.0908E+01    4.8829E+01    2.5871E+01    2.1653E+01    2.0687E+01    5.5841E+01    4.6103E+01    1.8030E+01    5.1070E+00    1.4621E+01    5.4248E+00    1.0225E+01   
 8.3255E+00    4.0924E+01    4.8857E+01    2.5835E+01    2.1734E+01    2.0736E+01    5.5854E+01    4.6162E+01    1.8059E+01    5.1274E+00    1.4519E+01    5.5368E+00    1.0121E+01   
 8.8501E+00    4.0945E+01    4.8849E+01    2.5679E+01    2.1610E+01    2.0790E+01    5.5865E+01    4.6209E+01    1.8102E+01    5.1070E+00    1.4580E+01    5.4095E+00    1.0121E+01   
 9.3512E+00    4.0945E+01    4.8889E+01    2.5679E+01    2.1615E+01    2.0790E+01    5.5912E+01    4.6209E+01    1.8146E+01    5.1274E+00    1.4560E+01    5.4655E+00    1.0225E+01   
 9.8516E+00    4.0941E+01    4.8896E+01    2.5552E+01    2.1617E+01    2.0809E+01    5.5924E+01    4.6245E+01    1.8156E+01    5.1274E+00    1.4560E+01    5.4197E+00    1.0225E+01   
 1.0352E+01    4.0952E+01    4.8896E+01    2.5616E+01    2.1617E+01    2.0838E+01    5.5924E+01    4.6281E+01    1.8188E+01    5.1478E+00    1.4682E+01    5.4299E+00    1.0121E+01   
 1.0955E+01    4.0968E+01    4.8924E+01    2.5566E+01    2.1653E+01    2.0870E+01    5.6000E+01    4.6310E+01    1.8188E+01    5.1274E+00    1.4682E+01    5.6131E+00    1.0121E+01   
 1.1455E+01    4.1020E+01    4.8933E+01    2.5427E+01    2.1547E+01    2.0857E+01    5.6037E+01    4.6343E+01    1.8214E+01    5.1478E+00    1.4560E+01    5.4248E+00    1.0121E+01   
 1.1956E+01    4.1020E+01    4.8969E+01    2.5427E+01    2.1627E+01    2.0857E+01    5.6029E+01    4.6385E+01    1.8240E+01    5.1478E+00    1.4702E+01    5.4299E+00    1.0016E+01   
 1.2456E+01    4.1039E+01    4.9016E+01    2.5262E+01    2.1586E+01    2.0840E+01    5.6059E+01    4.6385E+01    1.8287E+01    5.1478E+00    1.4580E+01    5.4350E+00    1.0121E+01   
 1.3035E+01    4.1083E+01    4.9034E+01    2.5243E+01    2.1538E+01    2.0790E+01    5.6126E+01    4.6419E+01    1.8284E+01    5.1478E+00    1.4560E+01    5.4400E+00    1.0121E+01   
 1.3535E+01    4.1115E+01    4.9034E+01    2.5246E+01    2.1538E+01    2.0730E+01    5.6140E+01    4.6453E+01    1.8322E+01    5.1478E+00    1.4621E+01    5.4350E+00    1.0016E+01   
 1.4035E+01    4.1157E+01    4.9052E+01    2.5243E+01    2.1411E+01    2.0638E+01    5.6191E+01    4.6484E+01    1.8322E+01    5.1478E+00    1.4723E+01    5.6131E+00    1.0016E+01   
 1.4536E+01    4.1174E+01    4.9072E+01    2.5269E+01    2.1463E+01    2.0554E+01    5.6275E+01    4.6533E+01    1.8382E+01    5.1478E+00    1.4641E+01    5.4808E+00    1.0225E+01   
 1.5123E+01    4.1174E+01    4.9075E+01    2.5230E+01    2.1425E+01    2.0398E+01    5.6339E+01    4.6570E+01    1.8424E+01    5.1682E+00    1.4763E+01    5.6233E+00    1.0225E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.5623E+01    4.1177E+01    4.9094E+01    2.5230E+01    2.1425E+01    2.0398E+01    5.6401E+01    4.6570E+01    1.8454E+01    5.1478E+00    1.4723E+01    5.6233E+00    1.0121E+01   
 1.6124E+01    4.1231E+01    4.9113E+01    2.5196E+01    2.1437E+01    2.0044E+01    5.6398E+01    4.6591E+01    1.8479E+01    5.1682E+00    1.4621E+01    5.5622E+00    1.0016E+01   
 1.6624E+01    4.1232E+01    4.9113E+01    2.5159E+01    2.1437E+01    1.8673E+01    5.6398E+01    4.6613E+01    1.8479E+01    5.1478E+00    1.4621E+01    5.6131E+00    1.0121E+01   
 1.7220E+01    4.1251E+01    4.9137E+01    2.5146E+01    2.1441E+01    1.7704E+01    5.6427E+01    4.6687E+01    1.8544E+01    5.1682E+00    1.4743E+01    5.4400E+00    1.0121E+01   
 1.7720E+01    4.1278E+01    4.9162E+01    2.5063E+01    2.1497E+01    1.7322E+01    5.6439E+01    4.6685E+01    1.8570E+01    5.1478E+00    1.4641E+01    5.4350E+00    1.0016E+01   
 1.8221E+01    4.1293E+01    4.9206E+01    2.5078E+01    2.1478E+01    1.7338E+01    5.6474E+01    4.6700E+01    1.8605E+01    5.1682E+00    1.4784E+01    5.4451E+00    1.0121E+01   
 1.8721E+01    4.1302E+01    4.9223E+01    2.5149E+01    2.1531E+01    1.7164E+01    5.6443E+01    4.6739E+01    1.8641E+01    5.1682E+00    1.4661E+01    5.4451E+00    1.0016E+01   
 1.9324E+01    4.1356E+01    4.9264E+01    2.5152E+01    2.1593E+01    1.7079E+01    5.6508E+01    4.6786E+01    1.8680E+01    5.1478E+00    1.4804E+01    5.4502E+00    1.0121E+01   
 1.9825E+01    4.1396E+01    4.9295E+01    2.5103E+01    2.1519E+01    1.7010E+01    5.6534E+01    4.6805E+01    1.8674E+01    5.1682E+00    1.4661E+01    5.5215E+00    1.0121E+01   
 2.0325E+01    4.1421E+01    4.9295E+01    2.5165E+01    2.1519E+01    1.6994E+01    5.6549E+01    4.6844E+01    1.8690E+01    5.1682E+00    1.4682E+01    5.6182E+00    1.0016E+01   
 2.0825E+01    4.1444E+01    4.9314E+01    2.5139E+01    2.1636E+01    1.6993E+01    5.6580E+01    4.6848E+01    1.8672E+01    5.1478E+00    1.4784E+01    5.4808E+00    1.0016E+01   
 2.1420E+01    4.1482E+01    4.9352E+01    2.5101E+01    2.1559E+01    1.6975E+01    5.6587E+01    4.6873E+01    1.8604E+01    5.1478E+00    1.4743E+01    5.4553E+00    1.0225E+01   
 2.1921E+01    4.1482E+01    4.9370E+01    2.5101E+01    2.1513E+01    1.6975E+01    5.6612E+01    4.6873E+01    1.8558E+01    5.1478E+00    1.4824E+01    5.5877E+00    1.0121E+01   
 2.2421E+01    4.1495E+01    4.9385E+01    2.5047E+01    2.1617E+01    1.6941E+01    5.6644E+01    4.6862E+01    1.8493E+01    5.1478E+00    1.4784E+01    5.5062E+00    1.0121E+01   
 2.2921E+01    4.1497E+01    4.9385E+01    2.5027E+01    2.1617E+01    1.6929E+01    5.6644E+01    4.6867E+01    1.8428E+01    5.1478E+00    1.4763E+01    5.4604E+00    1.0016E+01   
 2.3493E+01    4.1506E+01    4.9403E+01    2.5043E+01    2.1605E+01    1.6895E+01    5.6648E+01    4.6886E+01    1.8444E+01    5.1274E+00    1.4743E+01    5.4604E+00    1.0121E+01   
 2.3993E+01    4.1498E+01    4.9423E+01    2.5052E+01    2.1595E+01    1.6870E+01    5.6724E+01    4.6869E+01    1.8369E+01    5.1274E+00    1.4743E+01    5.4655E+00    1.0327E+01   
 2.4493E+01    4.1513E+01    4.9475E+01    2.5068E+01    2.1571E+01    1.6870E+01    5.6736E+01    4.6882E+01    1.8325E+01    5.1070E+00    1.4784E+01    5.4604E+00    1.0016E+01   
 2.4994E+01    4.1527E+01    4.9480E+01    2.5079E+01    2.1568E+01    1.6817E+01    5.6779E+01    4.6882E+01    1.8291E+01    5.1274E+00    1.4885E+01    5.4859E+00    1.0016E+01   
 2.5589E+01    4.1535E+01    4.9518E+01    2.5265E+01    2.1420E+01    1.6803E+01    5.6818E+01    4.6875E+01    1.8276E+01    5.1070E+00    1.4824E+01    5.5724E+00    1.0121E+01   
 2.6089E+01    4.1574E+01    4.9518E+01    2.5392E+01    2.1420E+01    1.6770E+01    5.6818E+01    4.6876E+01    1.8274E+01    5.1070E+00    1.4804E+01    5.6437E+00    1.0121E+01   
 2.6590E+01    4.1609E+01    4.9548E+01    2.5380E+01    2.1465E+01    1.6789E+01    5.6831E+01    4.6872E+01    1.8290E+01    5.1070E+00    1.4784E+01    5.4706E+00    1.0016E+01   
 2.7090E+01    4.1630E+01    4.9581E+01    2.5310E+01    2.1362E+01    1.6751E+01    5.6860E+01    4.6872E+01    1.8279E+01    5.1274E+00    1.4845E+01    5.5062E+00    1.0225E+01   
 2.7661E+01    4.1630E+01    4.9629E+01    2.5310E+01    2.1483E+01    1.6751E+01    5.6871E+01    4.6851E+01    1.8258E+01    5.1070E+00    1.4906E+01    5.5979E+00    1.0121E+01   
 2.8162E+01    4.1649E+01    4.9630E+01    2.5340E+01    2.1456E+01    1.6748E+01    5.6843E+01    4.6851E+01    1.8221E+01    5.1070E+00    1.4926E+01    5.6182E+00    1.0016E+01   
 2.8662E+01    4.1662E+01    4.9640E+01    2.5230E+01    2.1378E+01    1.6749E+01    5.6861E+01    4.6856E+01    1.8206E+01    5.1070E+00    1.4926E+01    5.4960E+00    1.0121E+01   
 2.9162E+01    4.1658E+01    4.9640E+01    2.5190E+01    2.1378E+01    1.6715E+01    5.6861E+01    4.6857E+01    1.8206E+01    5.1070E+00    1.4845E+01    5.4757E+00    1.0225E+01   
 2.9758E+01    4.1677E+01    4.9665E+01    2.5081E+01    2.1375E+01    1.6702E+01    5.6886E+01    4.6831E+01    1.8195E+01    5.1070E+00    1.4824E+01    5.5470E+00    1.0121E+01   
 3.0258E+01    4.1698E+01    4.9690E+01    2.5036E+01    2.1388E+01    1.6648E+01    5.6929E+01    4.6811E+01    1.8145E+01    5.1070E+00    1.4885E+01    5.4859E+00    1.0225E+01   
 3.0759E+01    4.1698E+01    4.9707E+01    2.5036E+01    2.1375E+01    1.6648E+01    5.6968E+01    4.6811E+01    1.8140E+01    5.1070E+00    1.4967E+01    5.5113E+00    1.0121E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1259E+01    4.1726E+01    4.9712E+01    2.5023E+01    2.1282E+01    1.6655E+01    5.6990E+01    4.6786E+01    1.8096E+01    5.1274E+00    1.4906E+01    5.6335E+00    1.0016E+01   
 3.1830E+01    4.1726E+01    4.9742E+01    2.5002E+01    2.1331E+01    1.6626E+01    5.7017E+01    4.6776E+01    1.8079E+01    5.1070E+00    1.4906E+01    5.6691E+00    1.0121E+01   
 3.2330E+01    4.1772E+01    4.9742E+01    2.4980E+01    2.1331E+01    1.6619E+01    5.7017E+01    4.6772E+01    1.8079E+01    5.1070E+00    1.4885E+01    5.6640E+00    1.0121E+01   
 3.2831E+01    4.1803E+01    4.9771E+01    2.5004E+01    2.1301E+01    1.6596E+01    5.7034E+01    4.6744E+01    1.8034E+01    5.1070E+00    1.4845E+01    5.4960E+00    1.0225E+01   
 3.3331E+01    4.1803E+01    4.9782E+01    2.5004E+01    2.1311E+01    1.6590E+01    5.7031E+01    4.6728E+01    1.7998E+01    5.1070E+00    1.4885E+01    5.5164E+00    1.0016E+01   
 3.3926E+01    4.1839E+01    4.9794E+01    2.5004E+01    2.1388E+01    1.6590E+01    5.7081E+01    4.6721E+01    1.7986E+01    5.1070E+00    1.5008E+01    5.5928E+00    1.0121E+01   
 3.4427E+01    4.1860E+01    4.9816E+01    2.5130E+01    2.1315E+01    1.6568E+01    5.7136E+01    4.6736E+01    1.7971E+01    5.1070E+00    1.4967E+01    5.5011E+00    1.0016E+01   
 3.4927E+01    4.1879E+01    4.9847E+01    2.5168E+01    2.1323E+01    1.6552E+01    5.7204E+01    4.6717E+01    1.7948E+01    5.1070E+00    1.4926E+01    5.6182E+00    1.0121E+01   
 3.5427E+01    4.1865E+01    4.9832E+01    2.5189E+01    2.1307E+01    1.6523E+01    5.7204E+01    4.6705E+01    1.7948E+01    5.0866E+00    1.4906E+01    5.5368E+00    1.0121E+01   
 3.6015E+01    4.1879E+01    4.9839E+01    2.5583E+01    2.1297E+01    1.6482E+01    5.7206E+01    4.6691E+01    1.7913E+01    5.0866E+00    1.4906E+01    5.6793E+00    1.0121E+01   
 3.6515E+01    4.1892E+01    4.9864E+01    2.5545E+01    2.1328E+01    1.6459E+01    5.7213E+01    4.6681E+01    1.7875E+01    5.1070E+00    1.4987E+01    5.4910E+00    1.0121E+01   
 3.7016E+01    4.1892E+01    4.9864E+01    2.5545E+01    2.1215E+01    1.6459E+01    5.7236E+01    4.6681E+01    1.7843E+01    5.0866E+00    1.5008E+01    5.5011E+00    1.0225E+01   
 3.7516E+01    4.1923E+01    4.9899E+01    2.5528E+01    2.1241E+01    1.6409E+01    5.7257E+01    4.6660E+01    1.7800E+01    5.0866E+00    1.5008E+01    5.5062E+00    1.0121E+01   
 3.8111E+01    4.1940E+01    4.9908E+01    2.5433E+01    2.1299E+01    1.6398E+01    5.7288E+01    4.6650E+01    1.7768E+01    5.0866E+00    1.5048E+01    5.6844E+00    1.0121E+01   
 3.8611E+01    4.1949E+01    4.9923E+01    2.5463E+01    2.1315E+01    1.6370E+01    5.7288E+01    4.6633E+01    1.7768E+01    5.0662E+00    1.4987E+01    5.6233E+00    9.9092E+00   
 3.9112E+01    4.1979E+01    4.9951E+01    2.5495E+01    2.1260E+01    1.6335E+01    5.7316E+01    4.6617E+01    1.7725E+01    5.0662E+00    1.4926E+01    5.4960E+00    1.0225E+01   
 3.9612E+01    4.1994E+01    4.9983E+01    2.5511E+01    2.1387E+01    1.6335E+01    5.7341E+01    4.6612E+01    1.7665E+01    5.0662E+00    1.4926E+01    5.5826E+00    1.0016E+01   
 4.0183E+01    4.2012E+01    5.0013E+01    2.5546E+01    2.1359E+01    1.6277E+01    5.7407E+01    4.6612E+01    1.7646E+01    5.0662E+00    1.4947E+01    5.6590E+00    1.0121E+01   
 4.0684E+01    4.2049E+01    5.0045E+01    2.5489E+01    2.1423E+01    1.6245E+01    5.7418E+01    4.6612E+01    1.7612E+01    5.0866E+00    1.5008E+01    5.6742E+00    1.0016E+01   
 4.1184E+01    4.2061E+01    5.0045E+01    2.5415E+01    2.1423E+01    1.6244E+01    5.7418E+01    4.6594E+01    1.7567E+01    5.0662E+00    1.5028E+01    5.5571E+00    1.0121E+01   
 4.1684E+01    4.2079E+01    5.0047E+01    2.5334E+01    2.1360E+01    1.6206E+01    5.7427E+01    4.6584E+01    1.7567E+01    5.0662E+00    1.5028E+01    5.5113E+00    1.0225E+01   
 4.2280E+01    4.2098E+01    5.0073E+01    2.5224E+01    2.1360E+01    1.6207E+01    5.7411E+01    4.6559E+01    1.7514E+01    5.0866E+00    1.4967E+01    5.6895E+00    1.0121E+01   
 4.2780E+01    4.2118E+01    5.0108E+01    2.5224E+01    2.1390E+01    1.6184E+01    5.7404E+01    4.6563E+01    1.7479E+01    5.0662E+00    1.4967E+01    5.5673E+00    1.0225E+01   
 4.3280E+01    4.2118E+01    5.0117E+01    2.5071E+01    2.1447E+01    1.6184E+01    5.7415E+01    4.6563E+01    1.7419E+01    5.0662E+00    1.5069E+01    5.5317E+00    1.0016E+01   
 4.3780E+01    4.2170E+01    5.0146E+01    2.4992E+01    2.1432E+01    1.6191E+01    5.7450E+01    4.6565E+01    1.7393E+01    5.0662E+00    1.5109E+01    5.6742E+00    1.0121E+01   
 4.4352E+01    4.2203E+01    5.0163E+01    2.5009E+01    2.1432E+01    1.6195E+01    5.7495E+01    4.6528E+01    1.7335E+01    5.0458E+00    1.5109E+01    5.6997E+00    1.0121E+01   
 4.4852E+01    4.2218E+01    5.0163E+01    2.5129E+01    2.1330E+01    1.6162E+01    5.7495E+01    4.6533E+01    1.7335E+01    5.0458E+00    1.5089E+01    5.7048E+00    1.0121E+01   
 4.5352E+01    4.2242E+01    5.0199E+01    2.5128E+01    2.1347E+01    1.6145E+01    5.7548E+01    4.6520E+01    1.7310E+01    5.0662E+00    1.5130E+01    5.6335E+00    1.0225E+01   
 4.5853E+01    4.2257E+01    5.0220E+01    2.5128E+01    2.1356E+01    1.6145E+01    5.7552E+01    4.6520E+01    1.7273E+01    5.0458E+00    1.4967E+01    5.5164E+00    1.0016E+01   
 4.6457E+01    4.2272E+01    5.0223E+01    2.5028E+01    2.1355E+01    1.6115E+01    5.7577E+01    4.6511E+01    1.7224E+01    5.0458E+00    1.5069E+01    5.5266E+00    1.0225E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.6957E+01    4.2307E+01    5.0246E+01    2.4969E+01    2.1356E+01    1.6077E+01    5.7601E+01    4.6513E+01    1.7208E+01    5.0458E+00    1.5069E+01    5.5215E+00    1.0016E+01   
 4.7457E+01    4.2321E+01    5.0246E+01    2.4950E+01    2.1356E+01    1.6056E+01    5.7601E+01    4.6517E+01    1.7173E+01    5.0458E+00    1.5008E+01    5.5113E+00    1.0016E+01   
 4.7958E+01    4.2337E+01    5.0258E+01    2.5006E+01    2.1326E+01    1.6042E+01    5.7673E+01    4.6498E+01    1.7173E+01    5.0458E+00    1.5028E+01    5.6335E+00    1.0121E+01   
 4.8529E+01    4.2353E+01    5.0299E+01    2.4943E+01    2.1321E+01    1.6066E+01    5.7689E+01    4.6527E+01    1.7129E+01    5.0458E+00    1.5109E+01    5.7099E+00    1.0225E+01   
 4.9029E+01    4.2353E+01    5.0302E+01    2.4943E+01    2.1320E+01    1.6066E+01    5.7685E+01    4.6504E+01    1.7108E+01    5.0458E+00    1.5150E+01    5.7150E+00    1.0121E+01   
 4.9529E+01    4.2380E+01    5.0326E+01    2.4882E+01    2.1288E+01    1.6069E+01    5.7699E+01    4.6489E+01    1.7050E+01    5.0458E+00    1.5150E+01    5.6437E+00    1.0225E+01   
 5.0029E+01    4.2391E+01    5.0352E+01    2.5219E+01    2.1162E+01    1.6123E+01    5.7701E+01    4.6479E+01    1.7018E+01    5.0254E+00    1.5089E+01    5.5368E+00    1.0121E+01   
 5.0633E+01    4.2403E+01    5.0352E+01    2.5457E+01    2.1230E+01    1.6188E+01    5.7701E+01    4.6466E+01    1.6981E+01    5.0254E+00    1.5069E+01    5.5317E+00    1.0121E+01   
 5.1133E+01    4.2433E+01    5.0356E+01    2.5639E+01    2.1230E+01    1.6291E+01    5.7701E+01    4.6451E+01    1.6981E+01    5.0254E+00    1.5170E+01    5.6233E+00    1.0121E+01   
 5.1634E+01    4.2475E+01    5.0392E+01    2.5792E+01    2.1212E+01    1.6342E+01    5.7669E+01    4.6449E+01    1.6935E+01    5.0254E+00    1.5109E+01    5.5317E+00    1.0121E+01   
 5.2134E+01    4.2475E+01    5.0408E+01    2.5792E+01    2.1305E+01    1.6342E+01    5.7702E+01    4.6449E+01    1.6895E+01    5.0050E+00    1.5048E+01    5.6895E+00    1.0121E+01   
 5.2722E+01    4.2531E+01    5.0459E+01    2.5875E+01    2.1177E+01    1.6373E+01    5.7722E+01    4.6427E+01    1.6845E+01    5.0050E+00    1.5069E+01    5.7150E+00    1.0016E+01   
 5.3222E+01    4.2559E+01    5.0473E+01    2.5736E+01    2.1202E+01    1.6433E+01    5.7760E+01    4.6430E+01    1.6809E+01    5.0254E+00    1.5170E+01    5.5368E+00    1.0121E+01   
 5.3722E+01    4.2609E+01    5.0488E+01    2.5647E+01    2.1218E+01    1.6527E+01    5.7774E+01    4.6445E+01    1.6825E+01    5.0050E+00    1.5150E+01    5.5673E+00    1.0225E+01   
 5.4223E+01    4.2641E+01    5.0499E+01    2.5539E+01    2.1168E+01    1.6642E+01    5.7765E+01    4.6439E+01    1.6804E+01    5.0050E+00    1.5089E+01    5.5215E+00    1.0121E+01   
 5.4818E+01    4.2634E+01    5.0525E+01    2.5553E+01    2.1103E+01    1.6744E+01    5.7804E+01    4.6432E+01    1.6753E+01    5.0050E+00    1.5191E+01    5.6590E+00    1.0016E+01   
 5.5318E+01    4.2634E+01    5.0536E+01    2.5553E+01    2.1110E+01    1.6744E+01    5.7840E+01    4.6437E+01    1.6721E+01    4.9846E+00    1.5130E+01    5.6895E+00    1.0016E+01   
 5.5818E+01    4.2651E+01    5.0550E+01    2.5719E+01    2.1048E+01    1.6873E+01    5.7851E+01    4.6437E+01    1.6702E+01    4.9846E+00    1.5069E+01    5.5266E+00    1.0121E+01   
 5.6319E+01    4.2673E+01    5.0591E+01    2.5892E+01    2.1079E+01    1.6988E+01    5.7911E+01    4.6444E+01    1.6691E+01    4.9846E+00    1.5109E+01    5.5979E+00    1.0121E+01   
 5.6890E+01    4.2667E+01    5.0591E+01    2.5985E+01    2.1079E+01    1.7085E+01    5.7911E+01    4.6462E+01    1.6678E+01    4.9846E+00    1.5150E+01    5.6997E+00    1.0225E+01   
 5.7390E+01    4.2701E+01    5.0587E+01    2.6024E+01    2.1048E+01    1.7215E+01    5.7976E+01    4.6477E+01    1.6662E+01    4.9846E+00    1.5191E+01    5.7251E+00    1.0121E+01   
 5.7891E+01    4.2697E+01    5.0598E+01    2.6022E+01    2.1036E+01    1.7291E+01    5.7983E+01    4.6487E+01    1.6660E+01    4.9846E+00    1.5150E+01    5.6233E+00    1.0121E+01   
 5.8391E+01    4.2697E+01    5.0627E+01    2.6022E+01    2.1026E+01    1.7291E+01    5.7951E+01    4.6487E+01    1.6687E+01    4.9846E+00    1.5150E+01    5.5317E+00    1.0016E+01   
 5.8986E+01    4.2726E+01    5.0672E+01    2.6089E+01    2.1058E+01    1.7385E+01    5.7970E+01    4.6515E+01    1.6704E+01    4.9846E+00    1.5089E+01    5.6590E+00    1.0121E+01   
 5.9487E+01    4.2766E+01    5.0684E+01    2.6104E+01    2.1097E+01    1.7484E+01    5.7996E+01    4.6552E+01    1.6740E+01    4.9846E+00    1.5109E+01    5.5317E+00    1.0016E+01   
 5.9987E+01    4.2779E+01    5.0684E+01    2.6058E+01    2.1097E+01    1.7542E+01    5.7996E+01    4.6581E+01    1.6740E+01    4.9846E+00    1.5252E+01    5.6539E+00    1.0121E+01   
 6.0487E+01    4.2790E+01    5.0716E+01    2.6070E+01    2.1011E+01    1.7615E+01    5.8042E+01    4.6625E+01    1.6783E+01    4.9846E+00    1.5211E+01    5.6946E+00    1.0121E+01   
 6.1059E+01    4.2823E+01    5.0713E+01    2.5997E+01    2.1017E+01    1.7681E+01    5.8068E+01    4.6663E+01    1.6793E+01    4.9642E+00    1.5191E+01    5.6182E+00    1.0016E+01   
 6.1559E+01    4.2823E+01    5.0735E+01    2.5997E+01    2.1028E+01    1.7697E+01    5.8093E+01    4.6678E+01    1.6837E+01    4.9642E+00    1.5150E+01    5.5877E+00    1.0121E+01   
 6.2059E+01    4.2830E+01    5.0749E+01    2.6056E+01    2.1088E+01    1.7736E+01    5.8117E+01    4.6713E+01    1.6856E+01    4.9846E+00    1.5089E+01    5.6997E+00    1.0225E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.2560E+01    4.2873E+01    5.0764E+01    2.6098E+01    2.1104E+01    1.7789E+01    5.8142E+01    4.6752E+01    1.6869E+01    4.9642E+00    1.5130E+01    5.7099E+00    1.0121E+01   
 6.3155E+01    4.2878E+01    5.0764E+01    2.6026E+01    2.1080E+01    1.7860E+01    5.8142E+01    4.6809E+01    1.6869E+01    4.9642E+00    1.5130E+01    5.5368E+00    1.0121E+01   
 6.3656E+01    4.2893E+01    5.0741E+01    2.6035E+01    2.1053E+01    1.7900E+01    5.8174E+01    4.6844E+01    1.6895E+01    4.9642E+00    1.5170E+01    5.5215E+00    1.0016E+01   
 6.4156E+01    4.2893E+01    5.0777E+01    2.6035E+01    2.1070E+01    1.7900E+01    5.8226E+01    4.6891E+01    1.6915E+01    4.9642E+00    1.5252E+01    5.5368E+00    1.0121E+01   
 6.4656E+01    4.2908E+01    5.0798E+01    2.6035E+01    2.1085E+01    1.7986E+01    5.8259E+01    4.6891E+01    1.6940E+01    4.9846E+00    1.5211E+01    5.5266E+00    1.0225E+01   
 6.5227E+01    4.2923E+01    5.0784E+01    2.5964E+01    2.1018E+01    1.8041E+01    5.8305E+01    4.6950E+01    1.6946E+01    4.9846E+00    1.5109E+01    5.5317E+00    1.0225E+01   
